name,trailer_link,video_id,sentiment_scores,favorability,rating,genre,year,released,votes,director,writer,star,country,budget,gross,company,runtime
Sleeping with Other People,https://www.youtube.com/watch?v=RG3Q2ua5izw,RG3Q2ua5izw,"{'positive': 121, 'neutral': 74, 'negative': 54}",0.6914285714285714,R,Comedy,2015,"August 12, 2015 (Belgium)",42000.0,Leslye Headland,Leslye Headland,Jason Sudeikis,United States,,3224947.0,Gloria Sanchez Productions,101.0
Concussion,https://www.youtube.com/watch?v=Io6hPdC41RM,Io6hPdC41RM,"{'positive': 109, 'neutral': 89, 'negative': 52}",0.6770186335403726,PG-13,Biography,2015,"December 25, 2015 (United States)",89000.0,Peter Landesman,Peter Landesman,Will Smith,United Kingdom,35000000.0,48623572.0,LStar Capital,123.0
The Diary of a Teenage Girl,https://www.youtube.com/watch?v=G2M9kqb5wVw,G2M9kqb5wVw,"{'positive': 18, 'neutral': 30, 'negative': 4}",0.8181818181818182,R,Comedy,2015,"August 28, 2015 (United States)",30000.0,Marielle Heller,Phoebe Gloeckner,Bel Powley,United States,2000000.0,1775133.0,Caviar,102.0
The Walk,https://www.youtube.com/watch?v=GR1EmTKAWIw,GR1EmTKAWIw,"{'positive': 109, 'neutral': 87, 'negative': 54}",0.6687116564417178,PG,Action,2015,"October 9, 2015 (United States)",123000.0,Robert Zemeckis,Robert Zemeckis,Joseph Gordon-Levitt,United States,35000000.0,61181942.0,Sony Pictures Entertainment (SPE),123.0
Tangerine,https://www.youtube.com/watch?v=ALSwWTb88ZU,ALSwWTb88ZU,"{'positive': 122, 'neutral': 89, 'negative': 39}",0.7577639751552795,R,Comedy,2015,"July 10, 2015 (United States)",28000.0,Sean Baker,Sean Baker,Kitana Kiki Rodriguez,United States,100000.0,828874.0,Duplass Brothers Productions,88.0
A Walk in the Woods,https://www.youtube.com/watch?v=cOF2LIAp9bw,cOF2LIAp9bw,"{'positive': 135, 'neutral': 75, 'negative': 40}",0.7714285714285715,R,Adventure,2015,"September 2, 2015 (United States)",26000.0,Ken Kwapis,Michael Arndt,Robert Redford,United States,8000000.0,37461274.0,Route One Entertainment,104.0
Sinister 2,https://www.youtube.com/watch?v=fChx_YZUAR0,fChx_YZUAR0,"{'positive': 86, 'neutral': 85, 'negative': 79}",0.5212121212121212,R,Horror,2015,"August 21, 2015 (United States)",50000.0,Ciarán Foy,Scott Derrickson,James Ransone,United States,10000000.0,53329150.0,Entertainment One,97.0
Summertime,https://www.youtube.com/watch?v=qDFDZE_9Mcw,qDFDZE_9Mcw,"{'positive': 110, 'neutral': 105, 'negative': 35}",0.7586206896551724,Not Rated,Drama,2015,"August 19, 2015 (Belgium)",4500.0,Catherine Corsini,Catherine Corsini,Cécile de France,France,,3778938.0,Chaz Productions,105.0
Anomalisa,https://www.youtube.com/watch?v=WQkHA3fHk_0,WQkHA3fHk_0,"{'positive': 103, 'neutral': 80, 'negative': 67}",0.6058823529411764,R,Animation,2015,"March 11, 2016 (United Kingdom)",68000.0,Duke Johnson,Charlie Kaufman,David Thewlis,United Kingdom,8000000.0,5659286.0,Paramount Animation,90.0
The Blackcoat's Daughter,https://www.youtube.com/watch?v=pRc_-iK3RVE,pRc_-iK3RVE,"{'positive': 98, 'neutral': 46, 'negative': 106}",0.4803921568627451,R,Horror,2015,"February 16, 2017 (United States)",20000.0,Oz Perkins,Oz Perkins,Emma Roberts,Canada,,38348.0,Paris Film,93.0
Mississippi Grind,https://www.youtube.com/watch?v=7p1MNB6TNQU,7p1MNB6TNQU,"{'positive': 21, 'neutral': 11, 'negative': 3}",0.875,R,Comedy,2015,"August 13, 2015 (United States)",22000.0,Anna Boden,Anna Boden,Ben Mendelsohn,United States,6000000.0,422746.0,Sycamore Pictures,108.0
Attack on Titan Part 1,https://www.youtube.com/watch?v=Cy87ndZWGJs,Cy87ndZWGJs,"{'positive': 47, 'neutral': 148, 'negative': 55}",0.4607843137254901,Not Rated,Action,2015,"August 1, 2015 (Japan)",13000.0,Shinji Higuchi,Hajime Isayama,Haruma Miura,Japan,,30810658.0,Kôdansha,98.0
Woman in Gold,https://www.youtube.com/watch?v=wu9JeTX6Sdw,wu9JeTX6Sdw,"{'positive': 61, 'neutral': 63, 'negative': 29}",0.6777777777777778,PG-13,Biography,2015,"April 10, 2015 (United States)",56000.0,Simon Curtis,Alexi Kaye Campbell,Helen Mirren,United Kingdom,11000000.0,61619773.0,Origin Pictures,109.0
Eddie the Eagle,https://www.youtube.com/watch?v=hyzQjVUmIxk,hyzQjVUmIxk,"{'positive': 138, 'neutral': 89, 'negative': 23}",0.8571428571428571,PG-13,Biography,2015,"February 26, 2016 (United States)",88000.0,Dexter Fletcher,Simon Kelton,Taron Egerton,United Kingdom,23000000.0,46152800.0,Hurwitz Creative,106.0
Eye in the Sky,https://www.youtube.com/watch?v=hOqeoj669xg,hOqeoj669xg,"{'positive': 67, 'neutral': 82, 'negative': 101}",0.3988095238095238,R,Action,2015,"April 1, 2016 (United States)",81000.0,Gavin Hood,Guy Hibbert,Helen Mirren,United Kingdom,13000000.0,35259653.0,Raindog Films,102.0
The Second Best Exotic Marigold Hotel,https://www.youtube.com/watch?v=3REYWGRmLnQ,3REYWGRmLnQ,"{'positive': 141, 'neutral': 72, 'negative': 27}",0.8392857142857143,PG,Comedy,2015,"March 6, 2015 (United States)",32000.0,John Madden,Ol Parker,Judi Dench,United Kingdom,10000000.0,85978292.0,Blueprint Pictures,122.0
Tumbledown,https://www.youtube.com/watch?v=haVs8nSq6ZY,haVs8nSq6ZY,"{'positive': 111, 'neutral': 75, 'negative': 38}",0.7449664429530202,R,Comedy,2015,"February 5, 2016 (United States)",6800.0,Sean Mewshaw,Sean Mewshaw,Rebecca Hall,United States,,282083.0,BRON Studios,105.0
Poltergeist,https://www.youtube.com/watch?v=9eZgEKjYJqA,9eZgEKjYJqA,"{'positive': 87, 'neutral': 97, 'negative': 66}",0.5686274509803921,PG,Horror,1982,"June 4, 1982 (United States)",148000.0,Tobe Hooper,Steven Spielberg,JoBeth Williams,United States,10700000.0,77142388.0,Metro-Goldwyn-Mayer (MGM),114.0
Poltergeist,https://www.youtube.com/watch?v=9eZgEKjYJqA,9eZgEKjYJqA,"{'positive': 87, 'neutral': 97, 'negative': 66}",0.5686274509803921,PG-13,Horror,2015,"May 22, 2015 (United States)",56000.0,Gil Kenan,David Lindsay-Abaire,Sam Rockwell,United States,35000000.0,95437994.0,Fox 2000 Pictures,93.0
The Meddler,https://www.youtube.com/watch?v=Y2KtQz2bhLg,Y2KtQz2bhLg,"{'positive': 3, 'neutral': 1, 'negative': 0}",1.0,PG-13,Comedy,2015,"June 3, 2016 (Spain)",12000.0,Lorene Scafaria,Lorene Scafaria,Susan Sarandon,United States,3200000.0,5425148.0,Anonymous Content,103.0
We Are Your Friends,https://www.youtube.com/watch?v=gZzAeYWXFpk,gZzAeYWXFpk,"{'positive': 110, 'neutral': 107, 'negative': 33}",0.7692307692307693,R,Drama,2015,"August 28, 2015 (United States)",37000.0,Max Joseph,Max Joseph,Zac Efron,United Kingdom,2000000.0,11122090.0,StudioCanal,96.0
Into the Forest,https://www.youtube.com/watch?v=_TRSvK-Omwc,_TRSvK-Omwc,"{'positive': 92, 'neutral': 52, 'negative': 106}",0.4646464646464646,R,Drama,2015,"July 29, 2016 (United States)",20000.0,Patricia Rozema,Patricia Rozema,Elliot Page,Canada,,92166.0,Rhombus Media,101.0
Grandma,https://www.youtube.com/watch?v=I0hJ7NHDglU,I0hJ7NHDglU,"{'positive': 99, 'neutral': 53, 'negative': 41}",0.7071428571428572,R,Comedy,2015,"September 18, 2015 (United States)",15000.0,Paul Weitz,Paul Weitz,Lily Tomlin,United States,600000.0,7205073.0,Depth of Field,79.0
Bajirao Mastani,https://www.youtube.com/watch?v=eHOc-4D7MjY,eHOc-4D7MjY,"{'positive': 117, 'neutral': 123, 'negative': 10}",0.9212598425196852,Not Rated,Action,2015,"December 18, 2015 (United States)",32000.0,Sanjay Leela Bhansali,Nagnath S. Inamdar,Ranveer Singh,India,,11350917.0,Bhansali Productions,158.0
By the Sea,https://www.youtube.com/watch?v=y08gxV5tHUQ,y08gxV5tHUQ,"{'positive': 51, 'neutral': 39, 'negative': 46}",0.5257731958762887,R,Drama,2015,"December 9, 2015 (France)",19000.0,Angelina Jolie,Angelina Jolie,Brad Pitt,France,10000000.0,3334927.0,Universal Pictures,122.0
Mortdecai,https://www.youtube.com/watch?v=Fi7SXfdfGtw,Fi7SXfdfGtw,"{'positive': 54, 'neutral': 33, 'negative': 16}",0.7714285714285715,R,Action,2015,"January 23, 2015 (United States)",69000.0,David Koepp,Eric Aronson,Johnny Depp,United Kingdom,60000000.0,47275717.0,MWM Studios,107.0
I'll See You in My Dreams,https://www.youtube.com/watch?v=F1VbBOTXzfI,F1VbBOTXzfI,"{'positive': 45, 'neutral': 25, 'negative': 9}",0.8333333333333334,PG-13,Comedy,2015,"May 15, 2015 (United States)",7100.0,Brett Haley,Brett Haley,Blythe Danner,United States,,7452512.0,Two Flints,92.0
Maggie,https://www.youtube.com/watch?v=AQ5Vz8qE8R8,AQ5Vz8qE8R8,"{'positive': 87, 'neutral': 108, 'negative': 55}",0.6126760563380281,PG-13,Drama,2015,"May 8, 2015 (United States)",43000.0,Henry Hobson,John Scott 3,Arnold Schwarzenegger,United States,,1663165.0,Lionsgate,95.0
Project Almanac,https://www.youtube.com/watch?v=TGuLpPldJZA,TGuLpPldJZA,"{'positive': 22, 'neutral': 26, 'negative': 6}",0.7857142857142857,PG-13,Drama,2015,"January 30, 2015 (United States)",77000.0,Dean Israelite,Jason Pagan,Amy Landecker,United States,12000000.0,33213241.0,Insurge Pictures,106.0
Regression,https://www.youtube.com/watch?v=-pBwIsVGaL4,-pBwIsVGaL4,"{'positive': 77, 'neutral': 113, 'negative': 60}",0.5620437956204379,R,Crime,2015,"October 2, 2015 (Spain)",38000.0,Alejandro Amenábar,Alejandro Amenábar,Ethan Hawke,Spain,,17671101.0,Mod Producciones,106.0
True Story,https://www.youtube.com/watch?v=MpaJIjlwgAM,MpaJIjlwgAM,"{'positive': 41, 'neutral': 41, 'negative': 32}",0.5616438356164384,R,Biography,2015,"April 17, 2015 (United States)",65000.0,Rupert Goold,Rupert Goold,James Franco,United States,,5261595.0,New Regency Productions,99.0
The Man Who Knew Infinity,https://www.youtube.com/watch?v=oXGm9Vlfx4w,oXGm9Vlfx4w,"{'positive': 99, 'neutral': 115, 'negative': 36}",0.7333333333333333,PG-13,Biography,2015,"April 29, 2016 (United States)",53000.0,Matt Brown,Matt Brown,Dev Patel,United Kingdom,10000000.0,12252684.0,Pressman Film,108.0
The Transporter Refueled,https://www.youtube.com/watch?v=sU5lEfAkOGM,sU5lEfAkOGM,"{'positive': 79, 'neutral': 94, 'negative': 77}",0.5064102564102564,PG-13,Action,2015,"September 4, 2015 (United States)",40000.0,Camille Delamarre,Adam Cooper,Ed Skrein,France,,72629670.0,EuropaCorp,96.0
Z for Zachariah,https://www.youtube.com/watch?v=V4I8i1hNKKY,V4I8i1hNKKY,"{'positive': 8, 'neutral': 22, 'negative': 2}",0.8,PG-13,Drama,2015,"August 13, 2015 (Denmark)",29000.0,Craig Zobel,Nissar Modi,Chiwetel Ejiofor,Iceland,7500000.0,381839.0,Silver Reel,98.0
Equals,https://www.youtube.com/watch?v=_RTN3HnQV3c,_RTN3HnQV3c,"{'positive': 76, 'neutral': 149, 'negative': 24}",0.76,PG-13,Drama,2015,"May 26, 2016 (United States)",29000.0,Drake Doremus,Nathan Parker,Nicholas Hoult,United States,16000000.0,2084628.0,Freedom Media,101.0
Dope,https://www.youtube.com/watch?v=3ViVPRWRRmk,3ViVPRWRRmk,"{'positive': 107, 'neutral': 111, 'negative': 32}",0.7697841726618705,R,Adventure,2015,"June 19, 2015 (United States)",82000.0,Rick Famuyiwa,Rick Famuyiwa,Shameik Moore,United States,7000000.0,17986781.0,i am OTHER,103.0
Land of Mine,https://www.youtube.com/watch?v=4Kao3t0NBMU,4Kao3t0NBMU,"{'positive': 78, 'neutral': 96, 'negative': 76}",0.5064935064935064,R,Drama,2015,"December 3, 2015 (Denmark)",38000.0,Martin Zandvliet,Martin Zandvliet,Roland Møller,Denmark,,3169553.0,Nordisk Film,100.0
Hot Pursuit,https://www.youtube.com/watch?v=6qBRBS8pL-w,6qBRBS8pL-w,"{'positive': 67, 'neutral': 55, 'negative': 15}",0.8170731707317073,PG-13,Comedy,1987,"May 8, 1987 (United States)",3500.0,Steven Lisberger,Steven Lisberger,John Cusack,United States,,4215849.0,RKO Pictures,93.0
Hot Pursuit,https://www.youtube.com/watch?v=6qBRBS8pL-w,6qBRBS8pL-w,"{'positive': 67, 'neutral': 55, 'negative': 15}",0.8170731707317073,PG-13,Action,2015,"May 8, 2015 (United States)",49000.0,Anne Fletcher,David Feeney,Reese Witherspoon,United States,35000000.0,51380201.0,Metro-Goldwyn-Mayer (MGM),87.0
Krampus,https://www.youtube.com/watch?v=h6cVyoMH4QE,h6cVyoMH4QE,"{'positive': 91, 'neutral': 97, 'negative': 62}",0.5947712418300654,PG-13,Comedy,2015,"December 4, 2015 (United States)",66000.0,Michael Dougherty,Todd Casey,Adam Scott,United States,15000000.0,61548707.0,Legendary Entertainment,98.0
Bajrangi Bhaijaan,https://www.youtube.com/watch?v=4nwAra0mz_Q,4nwAra0mz_Q,"{'positive': 109, 'neutral': 134, 'negative': 7}",0.9396551724137931,Not Rated,Action,2015,"July 17, 2015 (United States)",79000.0,Kabir Khan,Vijayendra Prasad,Salman Khan,India,,121126188.0,Eros Worldwide,163.0
The Lure,https://www.youtube.com/watch?v=WgWe9QVqrl0,WgWe9QVqrl0,"{'positive': 64, 'neutral': 77, 'negative': 35}",0.6464646464646465,Not Rated,Drama,2015,"December 25, 2015 (Poland)",7200.0,Agnieszka Smoczynska,Robert Bolesto,Marta Mazurek,Poland,,108846.0,Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),92.0
The Gunman,https://www.youtube.com/watch?v=Ug9xufczPVE,Ug9xufczPVE,"{'positive': 116, 'neutral': 73, 'negative': 60}",0.6590909090909091,R,Action,2015,"March 20, 2015 (United States)",40000.0,Pierre Morel,Jean-Patrick Manchette,Sean Penn,United States,40000000.0,24177137.0,Open Road Films (II),115.0
The Night Before,https://www.youtube.com/watch?v=kOBdxkhJvHQ,kOBdxkhJvHQ,"{'positive': 97, 'neutral': 118, 'negative': 35}",0.7348484848484849,R,Comedy,2015,"November 20, 2015 (United States)",68000.0,Jonathan Levine,Jonathan Levine,Joseph Gordon-Levitt,United States,25000000.0,52395996.0,Columbia Pictures,101.0
90 Minutes in Heaven,https://www.youtube.com/watch?v=r2evZhYgPTM,r2evZhYgPTM,"{'positive': 104, 'neutral': 59, 'negative': 87}",0.5445026178010471,PG-13,Drama,2015,"September 11, 2015 (United States)",3500.0,Michael Polish,Michael Polish,Kate Bosworth,United States,5000000.0,4842699.0,Astute Films,121.0
Tale of Tales,https://www.youtube.com/watch?v=UvkgHrzodTY,UvkgHrzodTY,"{'positive': 97, 'neutral': 91, 'negative': 62}",0.610062893081761,R,Drama,2015,"April 22, 2016 (United States)",27000.0,Matteo Garrone,Edoardo Albinati,Salma Hayek,Italy,,5497104.0,Archimede,134.0
Ip Man 3,https://www.youtube.com/watch?v=jckXscMwIOI,jckXscMwIOI,"{'positive': 72, 'neutral': 129, 'negative': 49}",0.5950413223140496,PG-13,Action,2015,"December 24, 2015 (Hong Kong)",51000.0,Wilson Yip,Tai-lee Chan,Donnie Yen,China,36000000.0,157029618.0,Golden Harvest Company,105.0
"McFarland, USA",https://www.youtube.com/watch?v=j-VAOlHGE6Q,j-VAOlHGE6Q,"{'positive': 128, 'neutral': 76, 'negative': 43}",0.7485380116959064,PG,Biography,2015,"February 20, 2015 (United States)",36000.0,Niki Caro,Christopher Cleveland,Kevin Costner,United States,17000000.0,45710059.0,Mayhem Pictures,129.0
Rock the Kasbah,https://www.youtube.com/watch?v=jtvcb5N_kek,jtvcb5N_kek,"{'positive': 107, 'neutral': 78, 'negative': 65}",0.622093023255814,R,Comedy,2015,"October 23, 2015 (United States)",11000.0,Barry Levinson,Mitch Glazer,Bill Murray,United States,15000000.0,3394174.0,Covert Media,106.0
The Sea of Trees,https://www.youtube.com/watch?v=PQvC9V1eLsE,PQvC9V1eLsE,"{'positive': 106, 'neutral': 79, 'negative': 65}",0.6198830409356725,PG-13,Drama,2015,"August 26, 2016 (United States)",15000.0,Gus Van Sant,Chris Sparling,Matthew McConaughey,United States,25000000.0,906995.0,Bloom,110.0
The Lazarus Effect,https://www.youtube.com/watch?v=1Ks6JqLzVTA,1Ks6JqLzVTA,"{'positive': 85, 'neutral': 86, 'negative': 79}",0.5182926829268293,PG-13,Horror,2015,"February 27, 2015 (United States)",42000.0,David Gelb,Luke Dawson,Olivia Wilde,United States,3300000.0,38356892.0,Blumhouse Productions,83.0
Love the Coopers,https://www.youtube.com/watch?v=4kcnBmwrXGY,4kcnBmwrXGY,"{'positive': 5, 'neutral': 8, 'negative': 1}",0.8333333333333334,PG-13,Comedy,2015,"November 13, 2015 (United States)",22000.0,Jessie Nelson,Steven Rogers,Steve Martin,United States,17000000.0,42426912.0,CBS Films,107.0
The 33,https://www.youtube.com/watch?v=hOoIBOYqHyw,hOoIBOYqHyw,"{'positive': 77, 'neutral': 125, 'negative': 48}",0.616,PG-13,Biography,2015,"November 13, 2015 (United States)",37000.0,Patricia Riggen,Mikko Alanne,Antonio Banderas,Chile,26000000.0,27972023.0,Alcon Entertainment,127.0
The Little Prince,https://www.youtube.com/watch?v=ihi491RQo5A,ihi491RQo5A,"{'positive': 117, 'neutral': 83, 'negative': 50}",0.7005988023952096,PG,Animation,2015,"August 5, 2016 (United States)",58000.0,Mark Osborne,Irena Brignull,Jeff Bridges,France,81200000.0,97571250.0,Onyx Films,108.0
Louder Than Bombs,https://www.youtube.com/watch?v=4I1l_J9QuVk,4I1l_J9QuVk,"{'positive': 91, 'neutral': 115, 'negative': 45}",0.6691176470588235,R,Drama,2015,"October 2, 2015 (Norway)",12000.0,Joachim Trier,Joachim Trier,Jesse Eisenberg,Norway,11000000.0,1160724.0,Motlys,109.0
The Gallows,https://www.youtube.com/watch?v=_QM2f5VksNU,_QM2f5VksNU,"{'positive': 73, 'neutral': 83, 'negative': 91}",0.4451219512195122,R,Horror,2015,"July 10, 2015 (United States)",20000.0,Travis Cluff,Chris Lofing,Reese Mishler,United States,100000.0,42964410.0,New Line Cinema,81.0
The Ones Below,https://www.youtube.com/watch?v=mkbT3WoPSzc,mkbT3WoPSzc,"{'positive': 69, 'neutral': 69, 'negative': 59}",0.5390625,R,Drama,2015,"May 27, 2016 (United States)",9700.0,David Farr,David Farr,Clémence Poésy,United Kingdom,,121827.0,Cuba Pictures,87.0
Southbound,https://www.youtube.com/watch?v=skNeUjtjD6Y,skNeUjtjD6Y,"{'positive': 100, 'neutral': 53, 'negative': 96}",0.5102040816326531,R,Horror,2015,"February 9, 2016 (United States)",17000.0,Directors,Matt Bettinelli-Olpin,Chad Villella,United States,,35275.0,Soapbox Films,89.0
Men & Chicken,https://www.youtube.com/watch?v=v8DqgXTWtGQ,v8DqgXTWtGQ,"{'positive': 7, 'neutral': 3, 'negative': 5}",0.5833333333333334,Not Rated,Comedy,2015,"February 5, 2015 (Denmark)",11000.0,Anders Thomas Jensen,Anders Thomas Jensen,David Dencik,Denmark,,4765472.0,M&M Productions,104.0
Hyena Road,https://www.youtube.com/watch?v=b8VzcYpgbGs,b8VzcYpgbGs,"{'positive': 86, 'neutral': 87, 'negative': 65}",0.5695364238410596,R,Action,2015,"October 9, 2015 (Canada)",7300.0,Paul Gross,Paul Gross,Rossif Sutherland,Canada,,87768.0,Rhombus Media,120.0
Slow West,https://www.youtube.com/watch?v=pFfsTsdJfF8,pFfsTsdJfF8,"{'positive': 124, 'neutral': 85, 'negative': 41}",0.7515151515151515,R,Action,2015,"April 16, 2015 (United States)",44000.0,John Maclean,John Maclean,Kodi Smit-McPhee,United Kingdom,2000000.0,1295574.0,Film4,84.0
The End of the Tour,https://www.youtube.com/watch?v=9Jl6qBNfQC4,9Jl6qBNfQC4,"{'positive': 5, 'neutral': 3, 'negative': 3}",0.625,R,Biography,2015,"November 12, 2015 (Brazil)",29000.0,James Ponsoldt,Donald Margulies,Jason Segel,United States,,3072991.0,Modern Man Films,106.0
Cop Car,https://www.youtube.com/watch?v=MBK_9GlVlc0,MBK_9GlVlc0,"{'positive': 26, 'neutral': 34, 'negative': 21}",0.5531914893617021,R,Crime,2015,"August 7, 2015 (United States)",31000.0,Jon Watts,Jon Watts,Kevin Bacon,United States,800000.0,143658.0,Audax Films,88.0
The Daughter,https://www.youtube.com/watch?v=TaC-SrFdRZg,TaC-SrFdRZg,"{'positive': 32, 'neutral': 28, 'negative': 21}",0.6037735849056604,,Drama,2015,"January 27, 2017 (United States)",4900.0,Simon Stone,Simon Stone,Geoffrey Rush,Australia,,1505434.0,Screen NSW,96.0
Jem and the Holograms,https://www.youtube.com/watch?v=yaPgK073xEg,yaPgK073xEg,"{'positive': 82, 'neutral': 92, 'negative': 77}",0.5157232704402516,PG,Adventure,2015,"October 23, 2015 (United States)",7500.0,Jon M. Chu,Ryan Landels,Aubrey Peeples,United States,5000000.0,2333684.0,Allspark Pictures,118.0
Cemetery of Splendor,https://www.youtube.com/watch?v=lnBu0wgl5ZI,lnBu0wgl5ZI,"{'positive': 4, 'neutral': 6, 'negative': 1}",0.8,Unrated,Drama,2015,"September 2, 2015 (France)",4400.0,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Jenjira Pongpas,Thailand,,98932.0,Kick the Machine,122.0
Captive,https://www.youtube.com/watch?v=PVG1q4YXxSE,PVG1q4YXxSE,"{'positive': 0, 'neutral': 1, 'negative': 0}",0.0,PG-13,Action,2015,"September 18, 2015 (United States)",6500.0,Jerry Jameson,Brian Bird,Kate Mara,United States,2000000.0,2801508.0,BN Films,97.0
Our Brand Is Crisis,https://www.youtube.com/watch?v=BLZo_ILZhfk,BLZo_ILZhfk,"{'positive': 97, 'neutral': 95, 'negative': 58}",0.6258064516129033,R,Comedy,2015,"October 30, 2015 (United States)",21000.0,David Gordon Green,Rachel Boynton,Sandra Bullock,United States,28000000.0,8527658.0,Fortis Films,107.0
Unfinished Business,https://www.youtube.com/watch?v=8yb9Dn2mnMg,8yb9Dn2mnMg,"{'positive': 123, 'neutral': 87, 'negative': 40}",0.754601226993865,R,Comedy,2015,"March 6, 2015 (United States)",33000.0,Ken Scott,Steve Conrad,Vince Vaughn,United States,35000000.0,14431253.0,New Regency Productions,91.0
Hot Tub Time Machine 2,https://www.youtube.com/watch?v=BNJ-UxlKXGY,BNJ-UxlKXGY,"{'positive': 101, 'neutral': 86, 'negative': 63}",0.6158536585365854,R,Comedy,2015,"February 20, 2015 (United States)",38000.0,Steve Pink,Josh Heald,Rob Corddry,United States,14000000.0,13081651.0,Paramount Pictures,93.0
Ricki and the Flash,https://www.youtube.com/watch?v=x8PVK6Hky2A,x8PVK6Hky2A,"{'positive': 111, 'neutral': 82, 'negative': 54}",0.6727272727272727,PG-13,Comedy,2015,"August 7, 2015 (United States)",23000.0,Jonathan Demme,Diablo Cody,Meryl Streep,United States,18000000.0,41325328.0,Clinica Estetico,101.0
Mr. Holmes,https://www.youtube.com/watch?v=0G1lIBgk4PA,0G1lIBgk4PA,"{'positive': 112, 'neutral': 101, 'negative': 37}",0.7516778523489933,PG,Drama,2015,"July 24, 2015 (United States)",62000.0,Bill Condon,Mitch Cullin,Ian McKellen,United Kingdom,11000000.0,29355203.0,Miramax,104.0
45 Years,https://www.youtube.com/watch?v=qXAnjA9tAnQ,qXAnjA9tAnQ,"{'positive': 30, 'neutral': 13, 'negative': 15}",0.6666666666666666,R,Drama,2015,"August 28, 2015 (United Kingdom)",32000.0,Andrew Haigh,Andrew Haigh,Charlotte Rampling,United Kingdom,,14430249.0,BFI Film Fund,91.0
Mother's Day,https://www.youtube.com/watch?v=2BPr217zLps,2BPr217zLps,"{'positive': 104, 'neutral': 108, 'negative': 38}",0.7323943661971831,PG-13,Comedy,2016,"April 29, 2016 (United States)",35000.0,Garry Marshall,Anya Kochoff,Jennifer Aniston,United States,25000000.0,48782670.0,Open Road Films (II),118.0
The Magnificent Seven,https://www.youtube.com/watch?v=q-RBA0xoaWU,q-RBA0xoaWU,"{'positive': 120, 'neutral': 85, 'negative': 45}",0.7272727272727273,PG-13,Action,2016,"September 23, 2016 (United States)",191000.0,Antoine Fuqua,Akira Kurosawa,Denzel Washington,United States,90000000.0,162360636.0,Metro-Goldwyn-Mayer (MGM),132.0
Captain America: Civil War,https://www.youtube.com/watch?v=dKrVegVI0Us,dKrVegVI0Us,"{'positive': 110, 'neutral': 90, 'negative': 50}",0.6875,PG-13,Action,2016,"May 6, 2016 (United States)",694000.0,Anthony Russo,Christopher Markus,Chris Evans,United States,250000000.0,1153337496.0,Marvel Studios,147.0
Don't Breathe,https://www.youtube.com/watch?v=76yBTNDB6vU,76yBTNDB6vU,"{'positive': 88, 'neutral': 83, 'negative': 79}",0.5269461077844312,R,Crime,2016,"August 26, 2016 (United States)",235000.0,Fede Alvarez,Fede Alvarez,Stephen Lang,United States,9900000.0,157830487.0,Screen Gems,88.0
A United Kingdom,https://www.youtube.com/watch?v=LKPDNKdpys8,LKPDNKdpys8,"{'positive': 24, 'neutral': 15, 'negative': 8}",0.75,PG-13,Biography,2016,"February 10, 2017 (United States)",15000.0,Amma Asante,Guy Hibbert,David Oyelowo,Czech Republic,14000000.0,14459330.0,Fox Searchlight Pictures,111.0
Julieta,https://www.youtube.com/watch?v=yoi4dbpqZmg,yoi4dbpqZmg,"{'positive': 13, 'neutral': 8, 'negative': 7}",0.65,R,Drama,2016,"December 21, 2016 (United States)",30000.0,Pedro Almodóvar,Pedro Almodóvar,Emma Suárez,Spain,,22546233.0,Echo Lake Entertainment,99.0
Buster's Mal Heart,https://www.youtube.com/watch?v=K9S9F5DRhbg,K9S9F5DRhbg,"{'positive': 92, 'neutral': 116, 'negative': 42}",0.6865671641791045,Unrated,Crime,2016,"May 23, 2017 (United States)",9400.0,Sarah Adina Smith,Sarah Adina Smith,Rami Malek,United States,,73121.0,Everything Is Everything,96.0
Complete Unknown,https://www.youtube.com/watch?v=HhR74Y1uDr8,HhR74Y1uDr8,"{'positive': 88, 'neutral': 114, 'negative': 48}",0.6470588235294118,R,Drama,2016,"August 26, 2016 (United States)",5800.0,Joshua Marston,Joshua Marston,Erin Darke,United States,,217473.0,Parts and Labor,91.0
This Beautiful Fantastic,https://www.youtube.com/watch?v=Rq_7LPpKcT8,Rq_7LPpKcT8,"{'positive': 123, 'neutral': 102, 'negative': 25}",0.831081081081081,PG,Comedy,2016,"February 19, 2018 (United Kingdom)",10000.0,Simon Aboud,Simon Aboud,Jessica Brown Findlay,United Kingdom,,353808.0,Ipso Facto Productions,92.0
Incarnate,https://www.youtube.com/watch?v=g10LD3Xsh2Q,g10LD3Xsh2Q,"{'positive': 97, 'neutral': 87, 'negative': 66}",0.5950920245398773,PG-13,Horror,2016,"December 2, 2016 (United States)",12000.0,Brad Peyton,Ronnie Christensen,Aaron Eckhart,United States,5000000.0,9037058.0,IM Global,87.0
The Innocents,https://www.youtube.com/watch?v=DU3BR_9WMgI,DU3BR_9WMgI,"{'positive': 87, 'neutral': 48, 'negative': 46}",0.6541353383458647,PG-13,Drama,2016,"February 10, 2016 (France)",10000.0,Anne Fontaine,Sabrina B. Karine,Lou de Laâge,France,,7400324.0,Mandarin Films,115.0
